Garden,elevation,full_date,date,time,ordinal_date,order,temp,Relative humidity (%),dew point (degrees C)
Estess,2553,10/3/20 22:00,10/3/20,10:00:00 PM,277,73,3.248,43.491,-7.684
Estess,2553,10/3/20 22:30,10/3/20,10:30:00 PM,277,74,1.289,50.679,-7.548
Estess,2553,10/3/20 23:00,10/3/20,11:00:00 PM,277,75,2.101,49.012,-7.218
Estess,2553,10/3/20 23:30,10/3/20,11:30:00 PM,277,76,0.687,54.053,-7.302
Estess,2553,10/4/20 0:00,10/4/20,12:00:00 AM,278,77,-0.088,55.79,-7.635
Estess,2553,10/4/20 0:30,10/4/20,12:30:00 AM,278,78,-0.507,59.103,-7.316
Estess,2553,10/4/20 1:00,10/4/20,1:00:00 AM,278,79,-0.676,59.842,-7.323
Estess,2553,10/4/20 1:30,10/4/20,1:30:00 AM,278,80,-1.785,63.414,-7.667
Estess,2553,10/4/20 2:00,10/4/20,2:00:00 AM,278,81,-1.47,63.22,-7.404
Estess,2553,10/4/20 2:30,10/4/20,2:30:00 AM,278,82,-2.131,63.046,-8.068
Estess,2553,10/4/20 3:00,10/4/20,3:00:00 AM,278,83,-2.566,65.156,-8.086
Estess,2553,10/4/20 3:30,10/4/20,3:30:00 AM,278,84,-3.419,69.167,-8.189
Estess,2553,10/4/20 4:00,10/4/20,4:00:00 AM,278,85,-2.976,66.917,-8.158
Estess,2553,10/4/20 4:30,10/4/20,4:30:00 AM,278,86,-4.469,72.168,-8.701
Estess,2553,10/4/20 5:00,10/4/20,5:00:00 AM,278,87,-4.834,76.318,-8.403
Estess,2553,10/4/20 5:30,10/4/20,5:30:00 AM,278,88,-4.621,73.748,-8.594
Estess,2553,10/4/20 6:00,10/4/20,6:00:00 AM,278,89,-4.378,74.562,-8.23
Estess,2553,10/4/20 6:30,10/4/20,6:30:00 AM,278,90,-5.76,81.411,-8.565
Estess,2553,10/4/20 7:00,10/4/20,7:00:00 AM,278,91,-4.987,77.062,-8.439
Estess,2553,10/4/20 7:30,10/4/20,7:30:00 AM,278,92,-4.865,75.713,-8.525
Estess,2553,10/4/20 8:00,10/4/20,8:00:00 AM,278,93,-0.817,67.189,-6.036
Estess,2553,10/4/20 8:30,10/4/20,8:30:00 AM,278,94,4.011,50.529,-5.059
Estess,2553,10/4/20 9:00,10/4/20,9:00:00 AM,278,95,7.67,39.805,-4.826
Estess,2553,10/4/20 9:30,10/4/20,9:30:00 AM,278,96,10.001,34.603,-4.61
Estess,2553,10/4/20 10:00,10/4/20,10:00:00 AM,278,97,12.364,29.899,-4.512
Estess,2553,10/4/20 10:30,10/4/20,10:30:00 AM,278,98,15.318,25.475,-4.172
Estess,2553,10/4/20 11:00,10/4/20,11:00:00 AM,278,99,17.225,22.822,-4.095
Estess,2553,10/4/20 11:30,10/4/20,11:30:00 AM,278,100,19.27,20.369,-3.998
Estess,2553,10/4/20 12:00,10/4/20,12:00:00 PM,278,101,21.604,17.403,-4.341
Estess,2553,10/4/20 12:30,10/4/20,12:30:00 PM,278,102,22.537,16.13,-4.689
Estess,2553,10/4/20 13:00,10/4/20,1:00:00 PM,278,103,22.657,15.228,-5.429
Estess,2553,10/4/20 13:30,10/4/20,1:30:00 PM,278,104,22.824,13.061,-7.527
Estess,2553,10/4/20 14:00,10/4/20,2:00:00 PM,278,105,25.065,13.018,-5.835
Estess,2553,10/4/20 14:30,10/4/20,2:30:00 PM,278,106,24.944,14.213,-4.632
Estess,2553,10/4/20 15:00,10/4/20,3:00:00 PM,278,107,26.182,13.775,-4.126
Estess,2553,10/4/20 15:30,10/4/20,3:30:00 PM,278,108,25.939,14.824,-3.227
Estess,2553,10/4/20 16:00,10/4/20,4:00:00 PM,278,109,25.089,15.241,-3.488
Estess,2553,10/4/20 16:30,10/4/20,4:30:00 PM,278,110,23.4,16.593,-3.586
Estess,2553,10/4/20 17:00,10/4/20,5:00:00 PM,278,111,24.074,16.838,-2.832
Estess,2553,10/4/20 17:30,10/4/20,5:30:00 PM,278,112,23.376,17.429,-2.889
Estess,2553,10/4/20 18:00,10/4/20,6:00:00 PM,278,113,21.27,18.906,-3.42
Estess,2553,10/4/20 18:30,10/4/20,6:30:00 PM,278,114,15.7,23.123,-5.192
Estess,2553,10/4/20 19:00,10/4/20,7:00:00 PM,278,115,12.92,26.657,-5.597
Estess,2553,10/4/20 19:30,10/4/20,7:30:00 PM,278,116,11.2,28.363,-6.236
Estess,2553,10/4/20 20:00,10/4/20,8:00:00 PM,278,117,7.368,33.965,-7.187
Estess,2553,10/4/20 20:30,10/4/20,8:30:00 PM,278,118,6.357,36.02,-7.316
Estess,2553,10/4/20 21:00,10/4/20,9:00:00 PM,278,119,4.921,38.971,-7.579
Estess,2553,10/4/20 21:30,10/4/20,9:30:00 PM,278,120,2.983,43.55,-7.909
Estess,2553,10/4/20 22:00,10/4/20,10:00:00 PM,278,121,2.074,47.034,-7.764
Estess,2553,10/4/20 22:30,10/4/20,10:30:00 PM,278,122,2.155,48.243,-7.368
Estess,2553,10/4/20 23:00,10/4/20,11:00:00 PM,278,123,0.412,51.585,-8.143
Estess,2553,10/4/20 23:30,10/4/20,11:30:00 PM,278,124,-0.451,55.963,-7.938
Estess,2553,10/5/20 0:00,10/5/20,12:00:00 AM,279,125,0.797,54.681,-7.054
Estess,2553,10/5/20 0:30,10/5/20,12:30:00 AM,279,126,-0.704,57.559,-7.829
Estess,2553,10/5/20 1:00,10/5/20,1:00:00 AM,279,127,0.577,54.502,-7.302
Estess,2553,10/5/20 1:30,10/5/20,1:30:00 AM,279,128,-0.283,57.455,-7.454
Estess,2553,10/5/20 2:00,10/5/20,2:00:00 AM,279,129,-2.044,65.417,-7.538
Estess,2553,10/5/20 2:30,10/5/20,2:30:00 AM,279,130,-1.842,63.209,-7.762
Estess,2553,10/5/20 3:00,10/5/20,3:00:00 AM,279,131,-1.699,61.809,-7.898
Estess,2553,10/5/20 3:30,10/5/20,3:30:00 AM,279,132,-2.888,64.352,-8.543
Estess,2553,10/5/20 4:00,10/5/20,4:00:00 AM,279,133,-3.36,65.806,-8.727
Estess,2553,10/5/20 4:30,10/5/20,4:30:00 AM,279,134,-3.538,66.347,-8.8
Estess,2553,10/5/20 5:00,10/5/20,5:00:00 AM,279,135,-3.807,69.656,-8.479
Estess,2553,10/5/20 5:30,10/5/20,5:30:00 AM,279,136,-3.896,68.83,-8.707
Estess,2553,10/5/20 6:00,10/5/20,6:00:00 AM,279,137,-4.287,70.58,-8.787
Estess,2553,10/5/20 6:30,10/5/20,6:30:00 AM,279,138,-4.926,74.707,-8.74
Estess,2553,10/5/20 7:00,10/5/20,7:00:00 AM,279,139,-5.667,76.239,-9.226
Estess,2553,10/5/20 7:30,10/5/20,7:30:00 AM,279,140,-4.712,71.454,-9.053
Estess,2553,10/5/20 8:00,10/5/20,8:00:00 AM,279,141,-0.845,61.311,-7.185
Estess,2553,10/5/20 8:30,10/5/20,8:30:00 AM,279,142,4.973,42.627,-6.371
Estess,2553,10/5/20 9:00,10/5/20,9:00:00 AM,279,143,7.519,35.632,-6.423
Estess,2553,10/5/20 9:30,10/5/20,9:30:00 AM,279,144,11.102,29.335,-5.866
Estess,2553,10/5/20 10:00,10/5/20,10:00:00 AM,279,145,13.449,26.101,-5.431
Estess,2553,10/5/20 10:30,10/5/20,10:30:00 AM,279,146,16.463,21.351,-5.662
Estess,2553,10/5/20 11:00,10/5/20,11:00:00 AM,279,147,18.985,20.488,-4.151
Estess,2553,10/5/20 11:30,10/5/20,11:30:00 AM,279,148,20.889,17.087,-5.182
Estess,2553,10/5/20 12:00,10/5/20,12:00:00 PM,279,149,21.27,15.509,-6.267
Estess,2553,10/5/20 12:30,10/5/20,12:30:00 PM,279,150,22.417,14.832,-6.001
Estess,2553,10/5/20 13:00,10/5/20,1:00:00 PM,279,151,23.593,12.742,-7.291
Estess,2553,10/5/20 13:30,10/5/20,1:30:00 PM,279,152,24.919,11.772,-7.435
Estess,2553,10/5/20 14:00,10/5/20,2:00:00 PM,279,153,25.768,11.984,-6.519
Estess,2553,10/5/20 14:30,10/5/20,2:30:00 PM,279,154,26.134,8.858,-10.785
Estess,2553,10/5/20 15:00,10/5/20,3:00:00 PM,279,155,25.404,9.262,-10.649
Estess,2553,10/5/20 15:30,10/5/20,3:30:00 PM,279,156,26.378,8.938,-10.469
Estess,2553,10/5/20 16:00,10/5/20,4:00:00 PM,279,157,27.308,9.042,-9.607
Estess,2553,10/5/20 16:30,10/5/20,4:30:00 PM,279,158,26.744,9.094,-9.935
Estess,2553,10/5/20 17:00,10/5/20,5:00:00 PM,279,159,22.705,10.799,-10.395
Estess,2553,10/5/20 17:30,10/5/20,5:30:00 PM,279,160,23.328,11.424,-9.094
Estess,2553,10/5/20 18:00,10/5/20,6:00:00 PM,279,161,21.461,13.247,-8.385
Estess,2553,10/5/20 18:30,10/5/20,6:30:00 PM,279,162,16.058,16.35,-9.697
Estess,2553,10/5/20 19:00,10/5/20,7:00:00 PM,279,163,13.906,18.45,-9.785
Estess,2553,10/5/20 19:30,10/5/20,7:30:00 PM,279,164,11.662,20.777,-10.031
Estess,2553,10/5/20 20:00,10/5/20,8:00:00 PM,279,165,8.792,25.093,-9.937
Estess,2553,10/5/20 20:30,10/5/20,8:30:00 PM,279,166,7.569,28.586,-9.275
Estess,2553,10/5/20 21:00,10/5/20,9:00:00 PM,279,167,5.282,30.9,-10.255
Estess,2553,10/5/20 21:30,10/5/20,9:30:00 PM,279,168,2.236,36.505,-10.824
Estess,2553,10/5/20 22:00,10/5/20,10:00:00 PM,279,169,3.063,35.936,-10.284
Estess,2553,10/5/20 22:30,10/5/20,10:30:00 PM,279,170,1.425,39.204,-10.653
Estess,2553,10/5/20 23:00,10/5/20,11:00:00 PM,279,171,2.637,37.822,-10.015
Estess,2553,10/5/20 23:30,10/5/20,11:30:00 PM,279,172,0.605,41.163,-10.784
Estess,2553,10/6/20 0:00,10/6/20,12:00:00 AM,280,173,-1.015,45.075,-11.135
Estess,2553,10/6/20 0:30,10/6/20,12:30:00 AM,280,174,-0.339,43.084,-11.075
Estess,2553,10/6/20 1:00,10/6/20,1:00:00 AM,280,175,-1.015,44.476,-11.3
Estess,2553,10/6/20 1:30,10/6/20,1:30:00 AM,280,176,-2.625,47.48,-11.98
Estess,2553,10/6/20 2:00,10/6/20,2:00:00 AM,280,177,-3.035,48.015,-12.224
Estess,2553,10/6/20 2:30,10/6/20,2:30:00 AM,280,178,-1.929,44.929,-12.014
Estess,2553,10/6/20 3:00,10/6/20,3:00:00 AM,280,179,-3.035,47.985,-12.231
Estess,2553,10/6/20 3:30,10/6/20,3:30:00 AM,280,180,-3.866,48.547,-12.86
Estess,2553,10/6/20 4:00,10/6/20,4:00:00 AM,280,181,-4.318,52.462,-12.348
Estess,2553,10/6/20 4:30,10/6/20,4:30:00 AM,280,182,-3.777,50.34,-12.34
Estess,2553,10/6/20 5:00,10/6/20,5:00:00 AM,280,183,-4.926,53.033,-12.788
Estess,2553,10/6/20 5:30,10/6/20,5:30:00 AM,280,184,-4.773,54.516,-12.316
Estess,2553,10/6/20 6:00,10/6/20,6:00:00 AM,280,185,-4.773,54.344,-12.354
Estess,2553,10/6/20 6:30,10/6/20,6:30:00 AM,280,186,-4.773,54.001,-12.429
Estess,2553,10/6/20 7:00,10/6/20,7:00:00 AM,280,187,-6.325,58.083,-13.029
Estess,2553,10/6/20 7:30,10/6/20,7:30:00 AM,280,188,-6.547,62.097,-12.458
Estess,2553,10/6/20 8:00,10/6/20,8:00:00 AM,280,189,-1.842,50.441,-10.517
Estess,2553,10/6/20 8:30,10/6/20,8:30:00 AM,280,190,3.459,37.101,-9.523
Estess,2553,10/6/20 9:00,10/6/20,9:00:00 AM,280,191,7.72,29.181,-8.874
Estess,2553,10/6/20 9:30,10/6/20,9:30:00 AM,280,192,9.015,26.847,-8.853
Estess,2553,10/6/20 10:00,10/6/20,10:00:00 AM,280,193,13.546,20.626,-8.563
Estess,2553,10/6/20 10:30,10/6/20,10:30:00 AM,280,194,16.153,19.362,-7.277
Estess,2553,10/6/20 11:00,10/6/20,11:00:00 AM,280,195,17.391,16.695,-8.332
Estess,2553,10/6/20 11:30,10/6/20,11:30:00 AM,280,196,18.771,15.524,-8.247
Estess,2553,10/6/20 12:00,10/6/20,12:00:00 PM,280,197,21.39,13.419,-8.255
Estess,2553,10/6/20 12:30,10/6/20,12:30:00 PM,280,198,24.484,11.364,-8.29
Estess,2553,10/6/20 13:00,10/6/20,1:00:00 PM,280,199,27.407,9.404,-8.934
Estess,2553,10/6/20 13:30,10/6/20,1:30:00 PM,280,200,26.94,8.742,-10.394
Estess,2553,10/6/20 14:00,10/6/20,2:00:00 PM,280,201,26.549,9.159,-9.972
Estess,2553,10/6/20 14:30,10/6/20,2:30:00 PM,280,202,26.524,8.369,-11.366
Estess,2553,10/6/20 15:00,10/6/20,3:00:00 PM,280,203,27.063,8.818,-10.172
Estess,2553,10/6/20 15:30,10/6/20,3:30:00 PM,280,204,28.941,8.448,-9.458
Estess,2553,10/6/20 16:00,10/6/20,4:00:00 PM,280,205,30.697,7.49,-10.087
Estess,2553,10/6/20 16:30,10/6/20,4:30:00 PM,280,206,28.916,8.448,-9.477
Estess,2553,10/6/20 17:00,10/6/20,5:00:00 PM,280,207,29.79,8.259,-9.194
Estess,2553,10/6/20 17:30,10/6/20,5:30:00 PM,280,208,27.677,8.551,-10.193
Estess,2553,10/6/20 18:00,10/6/20,6:00:00 PM,280,209,23.689,10.056,-10.701
Estess,2553,10/6/20 18:30,10/6/20,6:30:00 PM,280,210,16.915,12.108,-13.197
Estess,2553,10/6/20 19:00,10/6/20,7:00:00 PM,280,211,13.954,14.941,-12.622
Estess,2553,10/6/20 19:30,10/6/20,7:30:00 PM,280,212,10.32,17.672,-13.297
Estess,2553,10/6/20 20:00,10/6/20,8:00:00 PM,280,213,8.792,19.696,-13.124
Estess,2553,10/6/20 20:30,10/6/20,8:30:00 PM,280,214,7.015,22.268,-13.005
Estess,2553,10/6/20 21:00,10/6/20,9:00:00 PM,280,215,5.05,24.881,-13.241
Estess,2553,10/6/20 21:30,10/6/20,9:30:00 PM,280,216,3.195,30.65,-12.188
Estess,2553,10/6/20 22:00,10/6/20,10:00:00 PM,280,217,2.584,31.389,-12.423
Estess,2553,10/6/20 22:30,10/6/20,10:30:00 PM,280,218,2.074,32.133,-12.576
Estess,2553,10/6/20 23:00,10/6/20,11:00:00 PM,280,219,0.742,34.047,-13.03
Estess,2553,10/6/20 23:30,10/6/20,11:30:00 PM,280,220,0.273,36.518,-12.575
Estess,2553,10/7/20 0:00,10/7/20,12:00:00 AM,281,221,-0.255,37.45,-12.736
Estess,2553,10/7/20 0:30,10/7/20,12:30:00 AM,281,222,0.55,36.98,-12.171
Estess,2553,10/7/20 1:00,10/7/20,1:00:00 AM,281,223,-0.395,38.726,-12.448
Estess,2553,10/7/20 1:30,10/7/20,1:30:00 AM,281,224,-0.93,40.954,-12.24
Estess,2553,10/7/20 2:00,10/7/20,2:00:00 AM,281,225,-2.16,43.853,-12.522
Estess,2553,10/7/20 2:30,10/7/20,2:30:00 AM,281,226,-1.814,44.315,-12.076
Estess,2553,10/7/20 3:00,10/7/20,3:00:00 AM,281,227,-1.699,43.97,-12.067
Estess,2553,10/7/20 3:30,10/7/20,3:30:00 AM,281,228,-3.39,48.466,-12.439
Estess,2553,10/7/20 4:00,10/7/20,4:00:00 AM,281,229,-3.006,48.9,-11.975
Estess,2553,10/7/20 4:30,10/7/20,4:30:00 AM,281,230,-3.212,50.246,-11.838
Estess,2553,10/7/20 5:00,10/7/20,5:00:00 AM,281,231,-3.36,51.389,-11.704
Estess,2553,10/7/20 5:30,10/7/20,5:30:00 AM,281,232,-3.449,50.649,-11.961
Estess,2553,10/7/20 6:00,10/7/20,6:00:00 AM,281,233,-4.712,54.268,-12.313
Estess,2553,10/7/20 6:30,10/7/20,6:30:00 AM,281,234,-5.202,56.069,-12.386
Estess,2553,10/7/20 7:00,10/7/20,7:00:00 AM,281,235,-4.106,55.561,-11.463
Estess,2553,10/7/20 7:30,10/7/20,7:30:00 AM,281,236,-4.046,55.371,-11.447
Estess,2553,10/7/20 8:00,10/7/20,8:00:00 AM,281,237,-0.93,50.424,-9.673
Estess,2553,10/7/20 8:30,10/7/20,8:30:00 AM,281,238,5.205,35.273,-8.614
Estess,2553,10/7/20 9:00,10/7/20,9:00:00 AM,281,239,8.369,29.365,-8.226
Estess,2553,10/7/20 9:30,10/7/20,9:30:00 AM,281,240,11.175,25.533,-7.672
Estess,2553,10/7/20 10:00,10/7/20,10:00:00 AM,281,241,13.425,21.963,-7.808
Estess,2553,10/7/20 10:30,10/7/20,10:30:00 AM,281,242,17.177,18.535,-7.045
Estess,2553,10/7/20 11:00,10/7/20,11:00:00 AM,281,243,19.817,15.61,-7.332
Estess,2553,10/7/20 11:30,10/7/20,11:30:00 AM,281,244,22.824,13.483,-7.064
Estess,2553,10/7/20 12:00,10/7/20,12:00:00 PM,281,245,25.404,12.111,-6.642
Estess,2553,10/7/20 12:30,10/7/20,12:30:00 PM,281,246,26.475,11.443,-6.668
Estess,2553,10/7/20 13:00,10/7/20,1:00:00 PM,281,247,27.702,9.486,-8.582
Estess,2553,10/7/20 13:30,10/7/20,1:30:00 PM,281,248,29.439,8.609,-8.8
Estess,2553,10/7/20 14:00,10/7/20,2:00:00 PM,281,249,30.672,7.671,-9.725
Estess,2553,10/7/20 14:30,10/7/20,2:30:00 PM,281,250,30.773,7.274,-10.501
Estess,2553,10/7/20 15:00,10/7/20,3:00:00 PM,281,251,32.613,6.307,-11.538
Estess,2553,10/7/20 15:30,10/7/20,3:30:00 PM,281,252,31.791,6.503,-11.604
Estess,2553,10/7/20 16:00,10/7/20,4:00:00 PM,281,253,35.743,5.73,-11.011
Estess,2553,10/7/20 16:30,10/7/20,4:30:00 PM,281,254,36.012,5.368,-11.971
Estess,2553,10/7/20 17:00,10/7/20,5:00:00 PM,281,255,31.663,7.665,-9.026
Estess,2553,10/7/20 17:30,10/7/20,5:30:00 PM,281,256,29.19,9.395,-7.63
Estess,2553,10/7/20 18:00,10/7/20,6:00:00 PM,281,257,22.92,12.784,-7.765
Estess,2553,10/7/20 18:30,10/7/20,6:30:00 PM,281,258,15.939,16.687,-9.511
Estess,2553,10/7/20 19:00,10/7/20,7:00:00 PM,281,259,13.834,17.393,-10.648
Estess,2553,10/7/20 19:30,10/7/20,7:30:00 PM,281,260,10.345,20.426,-11.354
Estess,2553,10/7/20 20:00,10/7/20,8:00:00 PM,281,261,8.419,21.9,-12.043
Estess,2553,10/7/20 20:30,10/7/20,8:30:00 PM,281,262,7.167,23.168,-12.363
Estess,2553,10/7/20 21:00,10/7/20,9:00:00 PM,281,263,5.591,25.897,-12.264
Estess,2553,10/7/20 21:30,10/7/20,9:30:00 PM,281,264,4.558,28.24,-12.043
Estess,2553,10/7/20 22:00,10/7/20,10:00:00 PM,281,265,3.512,30.487,-11.978
Estess,2553,10/7/20 22:30,10/7/20,10:30:00 PM,281,266,4.376,29.989,-11.433
Estess,2553,10/7/20 23:00,10/7/20,11:00:00 PM,281,267,2.074,34.209,-11.787
Estess,2553,10/7/20 23:30,10/7/20,11:30:00 PM,281,268,2.584,32.937,-11.814
Estess,2553,10/8/20 0:00,10/8/20,12:00:00 AM,282,269,1.344,34.825,-12.212
Estess,2553,10/8/20 0:30,10/8/20,12:30:00 AM,282,270,-0.227,39.235,-12.134
Estess,2553,10/8/20 1:00,10/8/20,1:00:00 AM,282,271,-1.27,41.248,-12.461
Estess,2553,10/8/20 1:30,10/8/20,1:30:00 AM,282,272,-0.479,39.604,-12.246
Estess,2553,10/8/20 2:00,10/8/20,2:00:00 AM,282,273,-1.356,42.237,-12.248
Estess,2553,10/8/20 2:30,10/8/20,2:30:00 AM,282,274,-1.213,42.284,-12.104
Estess,2553,10/8/20 3:00,10/8/20,3:00:00 AM,282,275,-1.9,42.382,-12.701
Estess,2553,10/8/20 3:30,10/8/20,3:30:00 AM,282,276,-3.36,46.585,-12.89
Estess,2553,10/8/20 4:00,10/8/20,4:00:00 AM,282,277,-3.124,45.223,-13.031
Estess,2553,10/8/20 4:30,10/8/20,4:30:00 AM,282,278,-3.094,46.443,-12.682
Estess,2553,10/8/20 5:00,10/8/20,5:00:00 AM,282,279,-3.717,48.714,-12.68
Estess,2553,10/8/20 5:30,10/8/20,5:30:00 AM,282,280,-3.419,47.256,-12.772
Estess,2553,10/8/20 6:00,10/8/20,6:00:00 AM,282,281,-4.016,50.713,-12.474
